name,year,summary,url
Britain,Unknown,"The Battle of Britain (German: Luftschlacht um England, lit. 'air battle for England') was a military campaign of the Second World War, in which the Royal Air Force (RAF) and the Fleet Air Arm (FAA) of the Royal Navy defended the United Kingdom against large-scale attacks by Nazi Germany's air force, the Luftwaffe. It was the first major military campaign fought entirely by air forces. It takes its name from the speech given by Prime Minister Winston Churchill to the House of Commons on 18 June,",https://en.wikipedia.org/wiki/Battle_of_Britain
Köse Dağ,Unknown,"The Battle of Köse Dağ took place in eastern Anatolia on 26 June 1243 when an army of the Sultanate of Rum, led by Sultan Kaykhusraw II, confronted an invading Mongol army under the general Baiju and was decisively defeated. The battle was the pivotal event of the Mongol conquest of Anatolia: Rum, previously a significant independent power in the eastern Mediterranean, was reduced to the status of a client kingdom, and its territories were later absorbed into the Mongol Ilkhanate.
The Mongol Emp",https://en.wikipedia.org/wiki/Battle_of_K%C3%B6se_Da%C4%9F
Korea Strait,Unknown,"The Battle of Korea Strait was a single ship action fought on the first day of the Korean War, 25–26 June 1950, between the navies of South Korea and North Korea. A North Korean troop transport carrying hundreds of soldiers attempted to land its invasion force near Busan but was encountered by a South Korean patrol ship and sunk. It was one of the first surface actions of the war and resulted in an important South Korean victory.

",https://en.wikipedia.org/wiki/Battle_of_Korea_Strait
Atlantic U-boat campaign of World War I,Unknown,"The Atlantic U-boat campaign of World War I (sometimes called the ""First Battle of the Atlantic"", in reference to the World War II campaign of that name) was the prolonged naval conflict between German submarines and the Allied navies in Atlantic waters –the North Sea, the seas around the British Isles, and the coast of France.
Initially the U-boat campaign was directed against the warships of the British Grand Fleet. Later U-boat fleet action was extended to include action against the trade rou",https://en.wikipedia.org/wiki/Atlantic_U-boat_campaign_of_World_War_I
Lalakaon,Unknown,"The Battle of Lalakaon (Greek: Μάχη τοῦ Λαλακάοντος), or Battle of Poson or Porson (Μάχη τοῦ Πό(ρ)σωνος), was fought in 863 between the Byzantine Empire and an invading Arab army in Paphlagonia (modern northern Turkey). The Byzantine army was led by Petronas, the uncle of Emperor Michael III, although Arab sources also mention the presence of the Emperor in person. The Arabs were led by the emir of Melitene (Malatya), Umar al-Aqta.
Umar al-Aqta overcame initial Byzantine resistance to his invasi",https://en.wikipedia.org/wiki/Battle_of_Lalakaon
List of battles (alphabetical),Unknown,"Alphabetical list of historical battles (see also Military history, Lists of battles):  
NOTE: Where a year has been used to disambiguate battles, it is the year when the battle started. In some cases, these may still have gone on for several years.  
For a free and comprehensive database of recorded battles, visit EveryBattle.",https://en.wikipedia.org/wiki/List_of_battles_(alphabetical)
Constantinople (717–718),Unknown,"In 717–718, Constantinople, the capital of the Byzantine Empire, was besieged by the Muslim Arabs of the Umayyad Caliphate. The campaign marked the culmination of twenty years of attacks and progressive Arab occupation of the Byzantine borderlands, while Byzantine strength was sapped by prolonged internal turmoil. In 716, after years of preparations, the Arabs, led by Maslama ibn Abd al-Malik, invaded Byzantine Asia Minor. The Arabs initially hoped to exploit Byzantine civil strife and made comm",https://en.wikipedia.org/wiki/Siege_of_Constantinople_(717%E2%80%93718)
Sekigahara,Unknown,"The Battle of Sekigahara (Shinjitai: 関ヶ原の戦い; Kyūjitai: 關ヶ原の戰い, Hepburn romanization: Sekigahara no Tatakai) was an important battle in Japan which occurred on October 21, 1600 (Keichō 5, 15th day of the 9th month) in what is now Gifu Prefecture, Japan, at the end of the Sengoku period.
This battle was fought by the forces of Tokugawa Ieyasu against a coalition loyal to the Toyotomi clan, led by Ishida Mitsunari on behalf of the young child Toyotomi Hideyori, from which several commanders defecte",https://en.wikipedia.org/wiki/Battle_of_Sekigahara
La Suffel,Unknown,"The Battle of La Suffel was a French victory over Austrian forces of the Seventh Coalition and the last French pitched battle victory in the Napoleonic Wars. It was fought on 28 June 1815 at Souffelweyersheim and Hoenheim, near Strasbourg.
During the Hundred Days, General Jean Rapp rallied to Napoleon Bonaparte and was given command of the V Corps (also known as the Army of the Rhine), consisting of about 20,000 men. He was ordered to observe the border near Strasbourg, and to defend the Vosges.",https://en.wikipedia.org/wiki/Battle_of_La_Suffel
Maldon,Unknown,"The Battle of Maldon took place on 10 or 11 August 991 AD near Maldon beside the River Blackwater in Essex, England, during the reign of Æthelred the Unready. Earl Byrhtnoth and his thegns led the English against a Viking invasion. The battle ended in an Anglo-Saxon defeat. After the battle Archbishop Sigeric of Canterbury and the aldermen of the south-western provinces advised King Æthelred to buy off the Vikings rather than continue the armed struggle. The result was a payment of Danegeld of 1",https://en.wikipedia.org/wiki/Battle_of_Maldon
List of battles of the Russo-Japanese War,Unknown,"The following are known battles of the Russo-Japanese War, including all major engagements. 
The Russo-Japanese War lasted from 1904 until 1905. The conflict grew out of the rival imperialist ambitions of the Russian Empire and the Japanese Empire over Manchuria and Korea. The major theatres of operations were Southern Manchuria, specifically the area around the Liaodong Peninsula and Mukden, and the seas around Korea, Japan, and the Yellow Sea.  
The Russians were in constant pursuit of a warm-",https://en.wikipedia.org/wiki/List_of_battles_of_the_Russo-Japanese_War
Imphal,Unknown,"The Battle of Imphal (Meitei: Japan Laan, lit. 'Japanese invasion') took place in the region around the city of Imphal, the capital of the state of Manipur in Northeast India from March until July 1944. Japanese armies attempted to destroy the Allied forces at Imphal and invade India, but were driven back into Burma with heavy losses. Together with the simultaneous Battle of Kohima on the road by which the encircled Allied forces at Imphal were relieved, the battle was the turning point of the B",https://en.wikipedia.org/wiki/Battle_of_Imphal
Hundred Years' War,Unknown,"The Hundred Years' War (French: Guerre de Cent Ans; 1337–1453) was a conflict between the kingdoms of England and France and a civil war in France during the Late Middle Ages. It emerged from feudal disputes over the Duchy of Aquitaine and was triggered by a claim to the French throne made by Edward III of England. The war grew into a broader military, economic, and political struggle involving factions from across Western Europe, fuelled by emerging nationalism on both sides. The periodisation ",https://en.wikipedia.org/wiki/Hundred_Years%27_War
the Kalka River,Unknown,"The Battle of the Kalka River was fought between the Mongol Empire, whose armies were led by Jebe and Subutai, and a coalition of several Rus' principalities, including Kiev and Galicia-Volhynia, and the Cumans under Köten. They were under the joint command of Mstislav the Bold and Mstislav III of Kiev. The battle was fought on May 31, 1223 on the banks of the Kalka River in present-day Donetsk Oblast, Ukraine, and ended in a decisive Mongol victory.
Following the Mongol invasion of Central Asia",https://en.wikipedia.org/wiki/Battle_of_the_Kalka_River
Cannae,Unknown,"The Battle of Cannae (; Latin: [ˈkanːae̯]) was a key engagement of the Second Punic War between the Roman Republic and Carthage, fought on 2 August 216 BC near the ancient village of Cannae in Apulia, southeast Italy. The Carthaginians and their allies, led by Hannibal, surrounded and practically annihilated a larger Roman and Italian army under the consuls Lucius Aemilius Paullus and Gaius Terentius Varro. It is regarded as one of the greatest tactical feats in military history and one of the w",https://en.wikipedia.org/wiki/Battle_of_Cannae
Lepanto order of battle,Unknown,"This is the order of battle during the Battle of Lepanto on 7 October 1571 in which the Holy League deployed 6 galleasses and 206 galleys, while the Ottoman forces numbered 216 galleys and 56 galliots.

",https://en.wikipedia.org/wiki/Battle_of_Lepanto_order_of_battle
Ullais,Unknown,"The Battle of Ullais (Arabic: معركة أليس) was fought between the forces of the Rashidun Caliphate and the Sasanian Persian Empire in the middle of June 633 AD in  Iraq, and is sometimes referred to as the Battle of Blood River since, as a result of the battle, there were enormous amounts of Persian Sasanian and Arab Christian casualties.
This was now the last of four consecutive battles that were fought between invading Muslims and the Persian army. After each battle the Persians and their allie",https://en.wikipedia.org/wiki/Battle_of_Ullais
Blackstock's Farm,Unknown,"The Battle of Blackstock's Farm, a military engagement of the American Revolutionary War, took place in what today is Union County, South Carolina, a few miles from Cross Anchor, on November 20, 1780.
The battle marked the first time during the war that an American militia had defeated British   regulars, although they outnumbered British troops three to one and fought from a prepared position rather than in the field.",https://en.wikipedia.org/wiki/Battle_of_Blackstock%27s_Farm
List of battles 1901–2000,Unknown,This article lists all the battles that occurred in the years of the 20th century (1901-2000).,https://en.wikipedia.org/wiki/List_of_battles_1901%E2%80%932000
Lissa (1811),Unknown,"The Battle of Lissa, also known as the Battle of Vis (French: Bataille de Lissa; Italian: Battaglia di Lissa; Croatian: Viška bitka), was a naval action fought between a British frigate squadron and a much larger squadron of French and Italian frigates and smaller vessels on Wednesday, 13 March on 1811 during the Adriatic campaign of the Napoleonic Wars. The engagement was fought in the Adriatic Sea for possession of the strategically important Croatian island of Vis (Lissa in Italian), from whi",https://en.wikipedia.org/wiki/Battle_of_Lissa_(1811)
Manzikert,Unknown,"The Battle of Manzikert or Malazgirt was fought between the Byzantine Empire and the Seljuk Empire on 26 August 1071 near Manzikert, Iberia (modern Malazgirt in Muş Province, Turkey). The decisive defeat of the Byzantine army and the capture of the emperor Romanos IV Diogenes played an important role in undermining Byzantine authority in Anatolia and Armenia, and allowed for the gradual Turkification of Anatolia. Many Turks, travelling westward during the 11th century, saw the victory at Manzike",https://en.wikipedia.org/wiki/Battle_of_Manzikert
Loudness war,Unknown,"The loudness war (or loudness race) is a trend of increasing audio levels in recorded music, which reduces audio fidelity and—according to many critics—listener enjoyment. Increasing loudness was first reported as early as the 1940s, with respect to mastering practices for 7-inch singles. The maximum peak level of analog recordings such as these is limited by varying specifications of electronic equipment along the chain from source to listener, including vinyl and cassette players. The issue ga",https://en.wikipedia.org/wiki/Loudness_war
Aftermath of World War I,Unknown,"The aftermath of World War I saw far-reaching and wide-ranging cultural, economic, and social change across Europe, Asia, Africa, and in areas outside those that were directly involved. Four empires collapsed due to the war, old countries were abolished, new ones were formed, boundaries were redrawn, international organizations were established, and many new and old ideologies took a firm hold in people's minds. Additionally, culture in the nations involved was greatly changed. World War I also ",https://en.wikipedia.org/wiki/Aftermath_of_World_War_I
East African campaign (World War II) order of battle,Unknown,"The Order of battle of the East African campaign shows the ground forces of both sides in East Africa on the date that the Italians declared war on Britain and France, 10 June 1940 and for the British and Commonwealth forces involved in the 1941 offensive.",https://en.wikipedia.org/wiki/East_African_campaign_(World_War_II)_order_of_battle
Forbie,Unknown,"The Battle of Forbie, also known as the Battle of La Forbie or the Battle of Hiribya, was fought on October 17–18, 1244 between the allied armies (drawn from the Kingdom of Jerusalem, the Crusading orders, the breakaway Ayyubids of Damascus, Homs, and Kerak) and the Egyptian army of the Ayyubid Sultan as-Salih Ayyub, reinforced with Khwarezmian mercenaries. The resulting Ayyubid victory led to the call for the Seventh Crusade and marked the collapse of Christian power in the Holy Land.",https://en.wikipedia.org/wiki/Battle_of_Forbie
Malta (World War II),Unknown,"The siege of Malta (or battle of Malta) in World War II was a military campaign in the Mediterranean theatre. From June 1940 to November 1942, the fight for the control of the strategically important island of the British Crown Colony of Malta pitted the air and naval forces of the Kingdom of Italy and Nazi Germany against the Royal Air Force (RAF) and the Royal Navy.
The opening of a new front in North Africa in June 1940 increased Malta's already considerable value. British air and sea forces ",https://en.wikipedia.org/wiki/Siege_of_Malta_(World_War_II)
Ankara,Unknown,"The Battle of Ankara or Angora (Ottoman Turkish: آنقره محاربه‌سی, romanized: Anḳara Muḥârebesi) was fought on 28 July 1402, at the Çubuk plain near Ankara, between the forces of the Ottoman sultan Bayezid I and the emir of the Timurid Empire, Timur. The battle was a major victory for Timur, and it led to the Ottoman Interregnum.

",https://en.wikipedia.org/wiki/Battle_of_Ankara
Maritsa,Unknown,"The Battle of Maritsa, also known as the Battle of Chernomen (Serbian: Marička bitka / Маричка битка; Turkish: Çirmen Muharebesi, İkinci Meriç Muharebesi; ""Second Battle of Maritsa""), was fought on 26 September 1371 near the Maritsa River, close to the village of Chernomen (present-day Ormenio, Greece). The conflict pitted the Ottoman forces under Lala Şahin Pasha and Hacı İlbey against a coalition of Serbian lords, led by King Vukašin Mrnjavčević and his brother Despot Jovan Uglješa who sought ",https://en.wikipedia.org/wiki/Battle_of_Maritsa
Gurung Hill,Unknown,"The Battle of Gurung Hill, also known as Battle of No.16 Indian Post of Ngari(Chinese: 阿印16号据点作战)was an engagement during the Sino-Indian War of 1962. 
Gurung Hill is a mountain near the Line of Actual Control (LAC) between the Indian- and Chinese-administered portions of Ladakh near the village of Chushul and the Spanggur Lake. LAC runs on the north–south ridgeline of Gurung Hill.
The Battle of Gurung Hill, along with Battle of Rezang La were collectively known as Battle of Bangongluo in Chines",https://en.wikipedia.org/wiki/Battle_of_Gurung_Hill
Leipzig,Unknown,"The Battle of Leipzig, also known as the Battle of the Nations, was fought from 16 to 19 October 1813 at Leipzig, Saxony. The Coalition armies of Austria, Prussia, Sweden, and Russia, led by Tsar Alexander I, Karl von Schwarzenberg, and Gebhard von Blücher, decisively defeated the Grande Armée of French Emperor Napoleon Bonaparte. Napoleon's army also contained Polish and Italian troops, as well as Germans from the Confederation of the Rhine (mainly Saxony and Württemberg). The battle was the cu",https://en.wikipedia.org/wiki/Battle_of_Leipzig
annihilation,Unknown,"Annihilation is a military strategy in which an attacking army seeks to entirely destroy the military capacity of the opposing army.  This strategy can be executed in a single planned pivotal battle, called a ""battle of annihilation"". A successful battle of annihilation is accomplished through the use of tactical surprise, application of overwhelming force at a key point, or other tactics performed immediately before or during the battle.
The end goal of a battle of annihilation is to cause the ",https://en.wikipedia.org/wiki/Battle_of_annihilation
Sanfengshan,Unknown,"The Battle of Sanfengshan, literally the Battle of the Three-Peak Mountain, was a major decisive battle fought between the Mongol Empire and Jin China during the first stage of the Mongol conquest of the Jin dynasty. The battle was fought in 9 February 1232 at the Sanfeng Mountain which is in the southwest of what is now the city Yuzhou in Henan Province, China. The battle resulted with a crushing Mongol victory, successfully planned and orchestrated by their general Tolui, and successfully wipe",https://en.wikipedia.org/wiki/Battle_of_Sanfengshan
Islandbridge,Unknown,"The Battle of Islandbridge, also called the Battle of Áth Cliath, took place on 14 September 919, between a coalition of native Irish, led by Niall Glúndub, overking of the Northern Uí Néill and High King of Ireland, and the Dublin-based Vikings of the Uí Ímair, led by Sitric Cáech. It was one in a series of battles initiated by the native Irish to attempt to drive the Vikings of the Uí Ímair from Ireland. The battle was a decisive victory for Sitric Cáech and the Uí Ímair, with Niall Glúndub an",https://en.wikipedia.org/wiki/Battle_of_Islandbridge
Beiping–Tianjin,Unknown,"The Battle of Beiping–Tianjin (simplified Chinese: 平津作战; traditional Chinese: 平津作戰; pinyin: Píng Jīn Zùozhàn), also known as the Battle of Beiping, Battle of Peiping, Battle of Beijing, Battle of Peiking, the Peiking–Tientsin Operation, and by the Japanese as the North China Incident (北支事変, Hokushi jihen) (25–31 July 1937) was a series of battles of the Second Sino-Japanese War fought in the proximity of Beiping (now Beijing) and Tianjin. It resulted in a Japanese victory.",https://en.wikipedia.org/wiki/Battle_of_Beiping%E2%80%93Tianjin
Vienna,Unknown,"The Siege and Battle of Vienna took place at Kahlenberg Mountain near Vienna on 12 September 1683 after the city had been besieged by the Ottoman Empire for two months. The battle was fought by the Holy Roman Empire (led by the Habsburg monarchy) and the Polish–Lithuanian Commonwealth, both under the command of King John III Sobieski, against the Ottomans and their vassal and tributary states. The battle marked the first time the Commonwealth and the Holy Roman Empire had cooperated militarily a",https://en.wikipedia.org/wiki/Battle_of_Vienna
Air South Korea,Unknown,"The Air Battle of South Korea was an air campaign early in the Korean War occurring roughly from 25 June to 20 July 1950 over South Korea between the air forces of North Korea and the United Nations, including the countries of South Korea, the United States and the United Kingdom. The month-long fight for air supremacy over the country included several small engagements over airfields in Seoul and Taejon and ultimately ended in victory for the UN air force, which was able to destroy the small No",https://en.wikipedia.org/wiki/Air_Battle_of_South_Korea
Women in the Vietnam War,Unknown,"Women in the Vietnam War were active in a large variety of roles, making significant impacts on the War and with the War having significant impacts on them.
Several million Vietnamese women served in the military and in militias during the War, particularly in the National Liberation Front of South Vietnam (also known as the Viet Cong), with the slogan ""when war comes, even the women must fight"" being widely used. These women made vital contributions on the Ho Chi Minh trail, in espionage effort",https://en.wikipedia.org/wiki/Women_in_the_Vietnam_War
Thailand in the Korean War,Unknown,The Kingdom of Thailand was one of the 21 countries who responded to the United Nations request to send troops to aid South Korea during the Korean War 1950–1953.,https://en.wikipedia.org/wiki/Thailand_in_the_Korean_War
Ajnadayn,Unknown,"The Battle of Ajnadayn (Arabic: معركة أجنادين) was fought in July or August 634 (Jumada I or II, 13 AH), in a location close to Bayt Jibrin in Palestine; it was the first major pitched battle between the Byzantine (Roman) Empire and the army of the Arab Rashidun Caliphate. The result of the battle was a decisive Muslim victory. The details of this battle are mostly known through Muslim sources, such as the ninth-century historian al-Waqidi.

",https://en.wikipedia.org/wiki/Battle_of_Ajnadayn
Kosovo,Unknown,"The Battle of Kosovo took place on 15 June 1389 between an army led by the Serbian Prince Lazar Hrebeljanović and an invading army of the Ottoman Empire under the command of Sultan Murad I. It was one of the largest battles of the Late Middle Ages.
The battle was fought on the Kosovo field in the territory ruled by Serbian nobleman Vuk Branković, in what is today Kosovo, about 5 kilometers (3.1 mi) northwest of the modern city of Pristina. The army under Prince Lazar consisted mostly of his own ",https://en.wikipedia.org/wiki/Battle_of_Kosovo
Chosin Reservoir,Unknown,"The Battle of Chosin Reservoir, also known as the Chosin Reservoir Campaign or the Battle of Lake Changjin (Korean: 장진호 전투; Hanja: 長津湖戰鬪; RR: Jangjinho jeontu; MR: Changjinho chŏnt'u), was an important battle in the Korean War. The name ""Chosin"" is derived from the Japanese pronunciation ""Chōshin"", instead of the Korean pronunciation.
The battle took place about a month after the People's Republic of China entered the conflict and sent the People's Volunteer Army (PVA) 9th Corps to infiltrate th",https://en.wikipedia.org/wiki/Battle_of_Chosin_Reservoir
Gulf War,Unknown,"The Gulf War was an armed conflict between Iraq and a 42-country coalition led by the United States. The coalition's efforts against Iraq were carried out in two key phases: Operation Desert Shield, which marked the military buildup from August 1990 to January 1991; and Operation Desert Storm, which began with the aerial bombing campaign against Iraq on 17 January 1991 and came to a close with the American-led liberation of Kuwait on 28 February 1991.
On 2 August 1990, Iraq, governed by Saddam H",https://en.wikipedia.org/wiki/Gulf_War
Chumonchin Chan,Unknown,The Battle of Chumonchin Chan or the action of 2 July 1950 was fought between surface combatants during the main phase of the Korean War. It began after an Allied flotilla encountered a Korean People's Navy supply fleet.,https://en.wikipedia.org/wiki/Battle_of_Chumonchin_Chan
Crete,Unknown,"The Battle of Crete (German: Luftlandeschlacht um Kreta, Greek: Μάχη της Κρήτης), codenamed Operation Mercury (German: Unternehmen Merkur), was a major Axis airborne and amphibious operation during World War II to capture the island of Crete. It began on the morning of 20 May 1941, with multiple German airborne landings on Crete. Greek and other Allied forces, along with Cretan civilians, defended the island. After only one day of fighting, the Germans had suffered heavy casualties and the Allie",https://en.wikipedia.org/wiki/Battle_of_Crete
the Volturnus,Unknown,"The Battle of the Volturnus, also known as the Battle of Casilinum or Battle of Capua, was fought in 554 between an army of the Eastern Roman Empire and a combined force of Franks and Alemanni. The Byzantines, led by the old eunuch general Narses, were victorious.",https://en.wikipedia.org/wiki/Battle_of_the_Volturnus
Byzantine battle tactics,Unknown,"The Byzantine army evolved from that of the late Roman period taking as leading models and shaping itself on the late Hellenistic armies, but it became considerably more sophisticated in strategy, tactics and organization. The language of the army was still Latin, although later (especially after the 6th century) Greek dominated, as it became the official language of the entire empire. Unlike the Roman legions, its strength was in its cavalry, especially the armoured cataphracts, which evolved f",https://en.wikipedia.org/wiki/Byzantine_battle_tactics
Caesarea (1073),Unknown,"The Battle of Caesarea occurred in 1073 when the Seljuk Turks defeated a Byzantine force near Caesarea who were led by Isaac Komnenos and his brother, Alexios. Isaac was captured during the battle.

",https://en.wikipedia.org/wiki/Battle_of_Caesarea_(1073)
List of wars involving India,Unknown,"This is a list of military operations conducted by the British Indian Empire (1858–1947) and the post-independence Dominion of India (1947–1950) and the modern Republic of India (since 1950), including total wars, limited operations, and counter-insurgency missions both domestically and abroad.",https://en.wikipedia.org/wiki/List_of_wars_involving_India
Bum La Pass,Unknown,"The Battle of Bum La Pass (Chinese: 棒山口战斗; pinyin: bàngshānkǒu zhàndòu), also known as Battle of Bum La was fought on 23 October 1962 between Indian forces led by Subedar Joginder Singh and Chinese forces.",https://en.wikipedia.org/wiki/Battle_of_Bum_La_Pass
the Nile,d,"The Battle of the Nile (also known as the Battle of Aboukir Bay; French: Bataille d'Aboukir) was fought between the Royal Navy and the French Navy at Aboukir Bay in Egypt between 1–3 August 1798. It was the climax of the Mediterranean campaign of 1798, which had started three months earlier after a large French fleet sailed from Toulon to Alexandria carrying an expeditionary force under Napoleon. A British fleet, led by Rear-Admiral Sir Horatio Nelson, decisively defeated a French fleet under Vi",https://en.wikipedia.org/wiki/Battle_of_the_Nile
Crusader: Battle for Tobruk,Unknown,"Crusader: Battle for Tobruk, November 1941 is a board wargame published by Simulations Publications Inc. (SPI) in 1976 that simulates Operation Crusader during World War II. The game was originally published as part of the Four Battles in North Africa ""quadrigame"" — a gamebox containing four games simulating four separate battles that all use the same rules. Crusader was also published as an individual ""folio game.""",https://en.wikipedia.org/wiki/Crusader:_Battle_for_Tobruk
Afabet,Unknown,"The Battle of Afabet was a three-day battle fought from 17 March through 20 March 1988 in and around the town of Afabet, as part of the Eritrean War of Independence. The battle has been described as being the largest battle in Africa since the Second Battle of El Alamein. It has been described as the most significant battle in terms of military and political consequences since the Ethio-Somali War, alongside the 1989 Battle of Shire of the Ethiopian Civil War.",https://en.wikipedia.org/wiki/Battle_of_Afabet
Virginia in the American Civil War,Unknown,"The American state of Virginia became a prominent part of the Confederacy when it joined during the American Civil War. As a Southern slave-holding state, Virginia held the state convention to deal with the secession crisis and voted against secession on April 4, 1861. Opinion shifted after the Battle of Fort Sumter on April 12, and April 15, when U.S. President Abraham Lincoln called for troops from all states still in the Union to put down the rebellion. For all practical purposes, Virginia jo",https://en.wikipedia.org/wiki/Virginia_in_the_American_Civil_War
Friedland,Unknown,"The Battle of Friedland (14 June 1807) was a major engagement of the Napoleonic Wars between the armies of the French Empire and the Russian Empire led by Napoleon I and General Levin August von Bennigsen respectively. Napoleon and the French obtained a decisive victory that routed much of the Russian army, which retreated chaotically over the Alle river by the end of the fighting. The battlefield is located in modern-day Kaliningrad Oblast, near the town of Pravdinsk, Russia. 
The engagement at",https://en.wikipedia.org/wiki/Battle_of_Friedland
Bougainville campaign,Unknown,"The Bougainville campaign was a series of land and naval battles of the Pacific campaign of World War II between Allied forces and the Empire of Japan, named after the island of Bougainville, one of the Solomon Islands. It was part of Operation Cartwheel, the Allied grand strategy in the South Pacific. 
The campaign took place in the Northern Solomons in two phases. The first phase, in which American troops landed and held the perimeter around the beachhead at Torokina, lasted from November 1943",https://en.wikipedia.org/wiki/Bougainville_campaign
Italian campaign (World War II),Unknown,"The Italian campaign of World War II, also called the Liberation of Italy following the German occupation in September 1943, consisted of Allied and Axis operations in and around Italy, from 1943 to 1945. The joint Allied Forces Headquarters (AFHQ) was operationally responsible for all Allied land forces in the Mediterranean theatre and it planned and led the invasion of Sicily in July 1943, followed in September by the invasion of the Italian mainland and the campaign in Italy until the surrend",https://en.wikipedia.org/wiki/Italian_campaign_(World_War_II)
Chaldiran,Unknown,"The Battle of Chaldiran (Persian: جنگ چالدران; Turkish: Çaldıran Savaşı) took place on 23 August 1514 and ended with a decisive victory for the Ottoman Empire over the Safavid Empire. As a result, the Ottomans annexed Eastern Anatolia and Upper Mesopotamia from Safavid Iran. It marked the first Ottoman expansion into Eastern Anatolia, and the halt of the Safavid expansion to the west. The Battle of Chaldiran was just the beginning of 41 years of destructive war, which only ended in 1555 with the",https://en.wikipedia.org/wiki/Battle_of_Chaldiran
Pokémon: Diamond and Pearl: Galactic Battles,Unknown,"Pokémon: Diamond and Pearl: Galactic Battles is the twelfth season of the Pokémon anime series and the third season of Pokémon the Series: Diamond and Pearl, known in Japan as Pocket Monsters Diamond & Pearl (ポケットモンスター ダイヤモンド&パール, Poketto Monsutā Daiyamondo & Pāru). It originally aired in Japan from December 4, 2008, to December 24, 2009, on TV Tokyo, and in the United States from May 9, 2009, to May 15, 2010, on Cartoon Network, covering the continuing adventures of series's main protagonist As",https://en.wikipedia.org/wiki/Pok%C3%A9mon:_Diamond_and_Pearl:_Galactic_Battles
Grimball's Landing,Unknown,"The Battle of Grimball's Landing took place in James Island, South Carolina, on July 16, 1863, during the American Civil War. It was a part of the campaign known as Operations Against the Defenses of Charleston.

",https://en.wikipedia.org/wiki/Battle_of_Grimball%27s_Landing
Malayan campaign,Unknown,"The Malayan campaign, referred to by Japanese sources as the Malay Operation (馬来作戦, Maree Sakusen), was a military campaign fought by Allied and Axis forces in Malaya from 8 December 1941 – 15 February 1942 during the Second World War. It was dominated by land battles between British Commonwealth army units and the Imperial Japanese Army, with minor skirmishes at the beginning of the campaign between British Commonwealth and Royal Thai Police. The Japanese had air and naval supremacy from the op",https://en.wikipedia.org/wiki/Malayan_campaign
the Santa Cruz Islands,Unknown,"The Battle of the Santa Cruz Islands, fought during 25–27 October 1942, sometimes referred to as the Battle of Santa Cruz or Third Battle of Solomon Sea, in Japan as the Battle of the South Pacific (Japanese: 南太平洋海戦 Minamitaiheiyō kaisen), was the fourth aircraft carrier battle of the Pacific campaign of World War II. It was also the fourth major naval engagement fought between the United States Navy and the Imperial Japanese Navy during the lengthy and strategically important Guadalcanal campai",https://en.wikipedia.org/wiki/Battle_of_the_Santa_Cruz_Islands
Lyndanisse,Unknown,"The Battle of Lyndanisse or Lindanise was fought on 15 June 1219 during the Northern Crusades, between the forces of the invading Kingdom of Denmark and the local non-Christian Estonians. The Danish victory in the battle, at the site of the later Hanseatic city of Reval (now Tallinn, Estonia) helped King Valdemar II of Denmark to subsequently claim the territory of northern Estonia as his participation in the crusade into Estonia had been undertaken in response to calls from the Pope.
The 1219 B",https://en.wikipedia.org/wiki/Battle_of_Lyndanisse
Banias,Unknown,The Battle of Banias was a military engagement between the Ayyubid force and the Crusader force led by King Baldwin IV of Jerusalem. The Ayyubids routed the Crusaders.,https://en.wikipedia.org/wiki/Battle_of_Banias
Culloden,Unknown,"The Battle of Culloden took place on 16 April 1746, near Inverness in the Scottish Highlands. A Jacobite army under Charles Edward Stuart was decisively defeated by a British government force commanded by the Duke of Cumberland, thereby ending the Jacobite rising of 1745.
Charles landed in Scotland in July 1745, seeking to restore his father James Francis Edward Stuart to the British throne. He quickly won control of large parts of Scotland, and an invasion of England reached as far south as Der",https://en.wikipedia.org/wiki/Battle_of_Culloden
Nineveh (627),Unknown,"The Battle of Nineveh was the climactic battle of the Byzantine–Sasanian War of 602–628.
In mid-September 627, Heraclius invaded Sasanian Mesopotamia in a surprising, risky winter campaign. Khosrow II appointed Rhahzadh as the commander of an army to confront him. Heraclius' Göktürk allies quickly deserted, while Rhahzadh's reinforcements did not arrive in time. In the ensuing battle, Rhahzadh was slain and the remaining Sasanian forces retreated.
The Byzantine victory later resulted in civil wa",https://en.wikipedia.org/wiki/Battle_of_Nineveh_(627)
Marj Ayyun,Unknown,"The Battle of Marj Ayyun was a military confrontation fought at Marj Ayyun near the Litani River (modern-day Lebanon) in June 1179 between the Kingdom of Jerusalem under Baldwin IV and the Ayyubid armies under the leadership of Saladin. It ended in a decisive victory for the Muslims and is considered the first in the long series of Islamic victories under Saladin against the Christians. However, the Christian King, Baldwin IV of Jerusalem, who was crippled by leprosy, was saved by his bodyguard ",https://en.wikipedia.org/wiki/Battle_of_Marj_Ayyun
Las Navas de Tolosa,Unknown,"The Battle of Las Navas de Tolosa, known in Islamic history as the Battle of Al-Uqab (Arabic: معركة العقاب), took place on 16 July 1212 and was an important turning point in the Reconquista and the medieval history of Spain. The Christian forces of King Alfonso VIII of Castile, were joined by the armies of his rivals, Sancho VII of Navarre and Peter II of Aragon, in battle against the Almohad Muslim rulers of the southern half of the Iberian Peninsula. The caliph al-Nasir (Miramamolín in the Spa",https://en.wikipedia.org/wiki/Battle_of_Las_Navas_de_Tolosa
