title,summary,url,category
Europa: The Last Battle,"Europa: The Last Battle is a 2017 English-language Swedish ten-part neo-Nazi propaganda film created by Tobias Bratt, a Swedish far-right activist associated with the Nordic Resistance Movement, a European neo-Nazi movement. It promotes antisemitic conspiracy theories, many in relation to World War II including Holocaust denial. The film has been promoted across multiple social media platforms by individual users, particularly white nationalists and other conspiracy theorists.",https://en.wikipedia.org/wiki/Europa:_The_Last_Battle,Hannibal battles
The Great Battles,"The Great Battles is a computer wargame series based on the Great Battles of History board game series by GMT Games. The three titles in the series—The Great Battles of Alexander, The Great Battles of Hannibal and The Great Battles of Caesar—were developed by Erudite Software and published by Interactive Magic.",https://en.wikipedia.org/wiki/The_Great_Battles,Hannibal battles
The Great Red Dragon (Hannibal),"""The Great Red Dragon"" is the eighth episode of the third season of the psychological thriller–horror series Hannibal. It is the 34th overall episode of the series and was written by co-producer Nick Antosca, executive producer Steve Lightfoot and series creator Bryan Fuller and directed by Neil Marshall. It was first broadcast on July 23, 2015, on Canada, and then July 25, 2015 on NBC.
The series is based on characters and elements appearing in Thomas Harris' novels Red Dragon and Hannibal, with focus on the relationship between FBI special investigator Will Graham (Hugh Dancy) and Dr. Hannibal Lecter (Mads Mikkelsen), a forensic psychiatrist destined to become Graham's most cunning enemy. The episode revolves around a new threat, Francis Dolarhyde, who seems fascinated by The Great Red Dragon paintings, motivating him to become a serial killer. Jack Crawford approaches a retired Will Graham for help while Hannibal Lecter has spent three years in jail.
According to Nielsen Media Research, the episode was seen by an estimated 0.96 million household viewers and gained a 0.3/1 ratings share among adults aged 18–49. The episode received critical acclaim, with critics praising the new storyline, Richard Armitage's performance, Neil Marshall's directing, visual style and pace.",https://en.wikipedia.org/wiki/The_Great_Red_Dragon_(Hannibal),Hannibal battles
Kaiseki (Hannibal),"""Kaiseki"" is the first episode of the second season of the psychological thriller–horror series Hannibal. It is the 14th overall episode of the series and was written by series creator Bryan Fuller and executive producer Steve Lightfoot, and directed by Tim Hunter. It was first broadcast on February 28, 2014, on NBC.
The series is based on characters and elements appearing in Thomas Harris' novels Red Dragon and Hannibal, with focus on the relationship between FBI special investigator Will Graham (Hugh Dancy) and Dr. Hannibal Lecter (Mads Mikkelsen), a forensic psychiatrist destined to become Graham's most cunning enemy. The episode revolves around BAU following the track of a killer, who disposed bodies on a river after deeming them useless. With Graham incarcerated, Lecter aids BAU in the case. Meanwhile, Graham goes through therapy with Bloom in order to find more about his lost memories.
According to Nielsen Media Research, the episode was seen by an estimated 3.27 million household viewers and gained a 1.1/4 ratings share among adults aged 18–49. The episode received critical acclaim, with critics highlighting the opening fight scene, new setting, performances, writing, cinematography and terrifying final scene.",https://en.wikipedia.org/wiki/Kaiseki_(Hannibal),Hannibal battles
Gaza peace plan,"On September 29, 2025, United States president Donald Trump announced a new plan to address the ongoing Gaza war and the broader Middle Eastern crisis in a press conference at the White House alongside Israeli prime minister Benjamin Netanyahu. The plan was negotiated with the consultation of many Arab and Muslim countries from around the world and constitutes a new ceasefire and release of all hostages in phase one. Commonly referred to in news reports as Trump's 20-point plan, it is different from Trump's February 2025 Gaza Strip proposal, and contains 20 specific points, not all of which Hamas has agreed to. On September 29, Trump gave Hamas a deadline to accept the proposal by October 5, 2025, or face ""all hell"".
Hamas won elections in 2006 and formed a government, first alone, then in a grand national coalition with Fatah, but then seized Gaza in 2007. Since then, repeated clashes with Israel escalated into major conflicts, culminating in Hamas carrying out the October 7 attacks in 2023, which triggered a large-scale Israeli military campaign and genocide. Interim ceasefires in late 2023 and early 2025 collapsed, and fighting resumed with an Israeli surprise attack in March 2025. The plan calls for an immediate ceasefire, the return of hostages, prisoner exchanges, the demilitarization of the Gaza Strip, the deployment of an international stabilization force, transitional governance by Palestinian technocrats under international supervision, large-scale reconstruction, and a conditional pathway toward acceptance of Palestinian self-determination and recognition of Palestinian statehood.
The plan was met with support from many countries around the world, including France, Germany, Russia, Italy, Spain, the United Arab Emirates, Egypt, Turkey, Qatar, Jordan, Indonesia, Pakistan, Canada, and the United Kingdom. Before Trump's statement, a senior Hamas official said that Hamas rejected the demilitarization terms that appeared in Trump's plan.
On October 3, 2025, in",https://en.wikipedia.org/wiki/Gaza_peace_plan,Hannibal battles
Mongol invasions of India,"The Mongol invasions of India were numerous invasions that the Mongol Empire launched into the Indian subcontinent from 1221 to 1327, with many of the later raids made by the Qara'unas of Mongol origin. The Mongols occupied parts of the subcontinent for decades. As the Mongols progressed into the Indian hinterland and reached the outskirts of Delhi, the Delhi Sultanate of India led a campaign against them in which the Mongol army suffered serious defeats. 
Delhi Sultanate officials viewed war with the Mongols as one of the sultan's primary duties. While the sultanate's chroniclers described the conflicts between the Tengrist Mongols and Muslim community in binary terms, with the Delhi Sultanate being an island of Islamic civilization surrounded by Hindus and Buddhist to its north and south, it ignored the fact that a large number of the sultanate's elites and monarchs were of Turkic/Mongol ethnicity or had previously served in their armed contingents.",https://en.wikipedia.org/wiki/Mongol_invasions_of_India,Mongol invasions
Mongol invasions of Vietnam,"Four major military campaigns were launched by the Mongol Empire, and later the Yuan dynasty, against the kingdom of Đại Việt (modern-day northern Vietnam) ruled by the Trần dynasty and the kingdom of Champa (modern-day central Vietnam) in 1258, 1282–1284, 1285, and 1287–1288. The campaigns are treated by a number of scholars as a success due to the establishment of tributary relations with Đại Việt despite the Mongols suffering major military defeats. In contrast, modern Vietnamese historiography regards the war as a major victory against the foreign invaders.
The first invasion began in 1258 under the united Mongol Empire, as it looked for alternative paths to invade the Song dynasty. The Mongol general Uriyangkhadai was successful in capturing the Vietnamese capital Thang Long (modern-day Hanoi) before turning north in 1259 to invade the Song dynasty in modern-day Guangxi as part of a coordinated Mongol attack with armies attacking in Sichuan under Möngke Khan and other Mongol armies attacking in modern-day Shandong and Henan. The first invasion also established tributary relations between the Vietnamese kingdom, formerly a Song dynasty tributary state, and the Yuan dynasty. In 1283, Kublai Khan and the Yuan dynasty launched a naval invasion of Champa that also resulted in the establishment of tributary relations.
Intending to demand greater tribute and direct Yuan oversight of local affairs in Đại Việt and Champa, the Yuan launched another invasion in 1285. The second invasion of Đại Việt failed to accomplish its goals, and the Yuan launched a third invasion in 1287 with the intent of replacing the uncooperative Đại Việt ruler Trần Nhân Tông with the defected Trần prince Trần Ích Tắc. By the end of the second and third invasions, which involved both initial successes and eventual major defeats for the Mongols, both Đại Việt and Champa decided to accept the nominal supremacy of the Yuan dynasty and became tributary states to avoid further conflict.",https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam,Mongol invasions
Mongol invasions of Korea,"A series of campaigns were conducted between 1231 and 1270 by the Mongol Empire against the Korean kingdom of Goryeo. The last campaign concluded with a peace treaty with Goryeo becoming a vassal state of the Yuan dynasty, a relationship that lasted for approximately 80 years. A greater amount of ""stubborn resistance"" was put up by Korea and the Song Dynasty of China towards the Mongol invasions than many others in Eurasia who were swiftly crushed by the Mongols at a lightning pace.
The Yuan dynasty exacted wealth and tributes from the Goryeo kings. Despite their submission to the Yuan dynasty, internal conflicts among Goryeo's royalty and rebellions against Yuan rule continued, with the most notable being the Sambyeolcho Rebellion.",https://en.wikipedia.org/wiki/Mongol_invasions_of_Korea,Mongol invasions
Mongol invasions of Georgia,"The Mongol invasions of Georgia (Georgian: მონღოლთა ლაშქრობები საქართველოში, romanized: mongholta lashkrobebi sakartveloshi), which at that time consisted of Georgia proper, Armenia, and much of the Caucasus, involved multiple invasions and large-scale raids throughout the 13th century. The Mongol Empire first appeared in the Caucasus in 1220 as generals Subutai and Jebe pursued Muhammad II of Khwarezm during the destruction of the Khwarezmian Empire. After a series of raids in which they defeated the combined Georgian and Armenian armies, Subutai and Jebe continued north to invade Kievan Rus'.
A full-scale Mongol conquest of the Caucasus and eastern Anatolia began in 1236, in which the Kingdom of Georgia, the Sultanate of Rum, and the Empire of Trebizond were subjugated, the Armenian Kingdom of Cilicia and other Crusader states voluntarily accepted Mongol vassalage, and the Assassins were eliminated. Mongol rule in the Caucasus lasted until the late 1330s. During that period, King George V the Brilliant restored the kingdom of Georgia for a brief period before it finally disintegrated due to Timur's invasions of Georgia.

",https://en.wikipedia.org/wiki/Mongol_invasions_of_Georgia,Mongol invasions
Lists of battles of the Mongol invasion of Europe,These are lists of battles of the Mongol invasion of Europe.,https://en.wikipedia.org/wiki/Lists_of_battles_of_the_Mongol_invasion_of_Europe,Mongol invasions
Mongol invasions of the Levant,"Starting in the 1240s, the Mongols made repeated invasions of Syria or attempts thereof. Most failed, but they did have some success in 1260 and 1300, capturing Aleppo and Damascus and destroying the Ayyubid dynasty. The Mongols were forced to retreat within months each time by other forces in the area, primarily the Egyptian Mamluks. The post-1260 conflict has been described as the Mamluk–Ilkhanid War.

",https://en.wikipedia.org/wiki/Mongol_invasions_of_the_Levant,Mongol invasions
Mongol invasions of Tibet,"There were several Mongol invasions of Tibet. The earliest is the alleged plot to invade Tibet by Genghis Khan in 1206, which is considered anachronistic; there is no evidence of Mongol-Tibetan encounters prior to the military campaign in 1240. The first confirmed campaign is the invasion of Tibet by the Mongol general Doorda Darkhan in 1240, a campaign of 30,000 troops that resulted in 500 casualties. The campaign was smaller than the full-scale invasions used by the Mongols against large empires. The purpose of this attack is unclear, and is still in debate among Tibetologists. Then in the late 1240s Mongol prince Godan invited Sakya lama Sakya Pandita, who urged other leading Tibetan figures to submit to Mongol authority. This is generally considered to have marked the beginning of Mongol rule over Tibet, as well as the establishment of patron and priest relationship between Mongols and Tibetans. These relations were continued by Kublai Khan, who founded the Mongol Yuan dynasty and granted authority over whole Tibet to Drogon Chogyal Phagpa, nephew of Sakya Pandita. The Sakya-Mongol administrative system and Yuan administrative rule over the region lasted until the mid-14th century, when the Yuan dynasty began to crumble.
In the early 17th century, the Oirat Mongols again conquered the region and established the Khoshut Khanate. Since then the Mongols had intervened in Tibetan politics until the Qing conquest of Mongolia and Dzungaria.",https://en.wikipedia.org/wiki/Mongol_invasions_of_Tibet,Mongol invasions
Mongol invasions of Lithuania,"The Mongol invasions of Lithuania was an event where the Mongol armies invaded the territories of the Kingdom of Lithuania and later, the Grand Duchy of Lithuania, on several occasions in late 13th and early 14th century. The event is not very well documented. In due course, however, the Lithuanians were able to take control of a number of former Mongol territories, expand their influence in Eastern Europe, and contribute to the liberation of neighbouring peoples.",https://en.wikipedia.org/wiki/Mongol_invasions_of_Lithuania,Mongol invasions
Mongol invasion of Circassia,"The Mongol invasion of Circassia and Alania was the invasion of Zichia (Circassia) and Alania by the Mongol Empire in 1237. William of Rubruck, who travelled to the Caucasus in 1253, wrote that the Circassians had never ""bowed to Mongol rule"", despite the fact that a whole fifth of the Mongol armies were at that time devoted to the task of crushing the Alano-Circassian resistance. Circassians and Alans made use of both the forests and the mountains, and waged a successful guerrilla war, maintaining their freedom to some extent.",https://en.wikipedia.org/wiki/Mongol_invasion_of_Circassia,Mongol invasions
First Mongol invasion of Poland,"The Mongol invasion of Poland from late 1240 to 1241 culminated in the Battle of Legnica, where the Mongols defeated an alliance which included forces from fragmented Poland and their allies, led by Henry II the Pious, the Duke of Silesia and High Duke of Poland. The first invasion's intention was to secure the flank of the main Mongolian army attacking the Kingdom of Hungary. The Mongols neutralized any potential help to King Béla IV being provided by the Poles or any military orders.",https://en.wikipedia.org/wiki/First_Mongol_invasion_of_Poland,Mongol invasions
Third Mongol invasion of Poland,"The Third Mongol invasion of Poland was carried out by Talabuga Khan and Nogai Khan in 1287–1288. As in the second invasion, its purpose was to loot Lesser Poland, and to prevent Duke Leszek II the Black from interfering in Hungarian and Ruthenian affairs. The invasion was also part of the hostilities between Poland and Ruthenia; in 1281, the Poles had defeated a Mongol force near Goslicz which had entered Duke Leszek's territory in support of Lev I. 

",https://en.wikipedia.org/wiki/Third_Mongol_invasion_of_Poland,Mongol invasions
Mongol invasions of Sakhalin,"From 1264 to 1308, the Mongol Empire (and its successor the Yuan dynasty) made several incursions into the island of Sakhalin off the east coast of Siberia to aid their Nivkh allies against the Ainu, who had been expanding north from Hokkaido. The Ainu put up a tenacious resistance, even launching a counter-attack on Mongol positions on the continent across the Strait of Tartary in 1297, but finally capitulated to the successive Yuan dynasty in 1308.",https://en.wikipedia.org/wiki/Mongol_invasions_of_Sakhalin,Mongol invasions
Second Mongol invasion of Hungary,"The second invasion of the Kingdom of Hungary by the Mongols took place during the winter of 1285–1286. The Mongols were led by Nogai Khan and Tulabuga of the Golden Horde. Local forces resisted the invaders at many places, including, for example, at Regéc. The invasion lasted for two months before the Mongols withdrew.

",https://en.wikipedia.org/wiki/Second_Mongol_invasion_of_Hungary,Mongol invasions
Mongol invasions of Chechnya and Ingushetia,"During the 13th century, the Mongol Empire launched two long, massive invasions of the territory of modern Chechnya and Ingushetia, which included the lands of Alania in the west, Simsir in the northeast, and the Georgian-allied polity of Durdzuketia in the south. They caused massive destruction and human death for the Durdzuks, but also greatly shaped the people they became afterward. However, this came at great cost to them, and the states they had built were utterly destroyed, as were their previous organized systems. These invasions are among the most significant occurrences in Chechen and Ingush history, and have had long-ranging effects on Chechnya, Ingushetia and their peoples.",https://en.wikipedia.org/wiki/Mongol_invasions_of_Chechnya_and_Ingushetia,Mongol invasions
First Mongol invasion of Burma,"The first Mongol invasions of Burma (Burmese: မွန်ဂို–မြန်မာ စစ် (၁၂၇၇–၁၂၈၇); Chinese: 元緬戰爭) were a series of military conflicts between Kublai Khan's Yuan dynasty, a division of the Mongol Empire, and the Pagan Empire that took place between 1277 and 1287. The invasions toppled the 250-year-old Pagan Empire, and the Mongol army seized Pagan territories in present-day Dehong, Yunnan and northern Burma to Tagaung. The invasions ushered in 250 years of political fragmentation in Burma and the rise of ethnic Tai-Shan states throughout mainland Southeast Asia.
The Mongols first demanded tribute from Pagan in 1271–1272, as part of their drive to encircle the Song dynasty of China. When King Narathihapate refused, Emperor Kublai Khan himself sent another mission in 1273, again demanding tribute. It too was rejected. In 1275, the emperor ordered the Yunnan government to secure the borderlands in order to block an escape path for the Song, and permitted a limited border war if Pagan contested. Pagan did contest but its army was driven back at the frontier by the Mongol army in 1277–1278. After a brief lull, Kublai Khan in 1281 again turned his attention to Southeast Asia, demanding tribute from Pagan, the Khmer Empire, Đại Việt and Champa. When the Burmese king again refused, the emperor ordered an invasion of northern Burma. Two dry season campaigns (1283–1285) later, the Mongols had occupied down to Tagaung and Hanlin, forcing the Burmese king to flee to Lower Burma. The Mongols organized northern Burma as the province of Zhengmian.
Truce negotiations began in 1285, and ended with Narathihapate finally agreeing to submit in June 1286. The Burmese embassy, received by the emperor in Beijing in January 1287, agreed to a treaty that acknowledged the suzerainty of the Mongol Empire over the Pagan Empire and annual payments in taxes to the Yunnan government in exchange for the evacuation of Mongol troops from northern Burma, but the treaty never really took effect as Narathiha",https://en.wikipedia.org/wiki/First_Mongol_invasion_of_Burma,Mongol invasions
First Mongol invasion of Hungary,The first invasion of the Kingdom of Hungary by the Mongol Empire started in March 1241. The Mongols started to withdraw in late March 1242.,https://en.wikipedia.org/wiki/First_Mongol_invasion_of_Hungary,Mongol invasions
Mongol invasion of Alania,"The Mongol invasion of Alania was a series of military campaigns conducted by the Mongol Empire in the early 13th century (1220–1223), followed by the devastating invasion of 1237–1240, including the siege of the Alanian capital Maghas in 1239–1240, and subsequent campaigns in the 1240s. These invasions were part of the broader Mongol invasions and conquests and marked the first major encounter of European peoples with the Mongol armies.",https://en.wikipedia.org/wiki/Mongol_invasion_of_Alania,Mongol invasions
Mongol invasion of India (1306),"In 1306, the Chagatai Khanate ruler Duwa sent an expedition to India, to avenge the Mongol defeat in 1305. The invading army included three contingents led by Kopek, Iqbalmand, and Tai-Bu. To check the invaders' advance, the Delhi Sultanate ruler Alauddin Khalji dispatched an army led by Malik Kafur, and supported by other generals such as Malik Tughluq. The Delhi army achieved a decisive victory, killing tens of thousands of the invaders. The Mongol captives were brought to Delhi, where they were either killed or sold into slavery.
After this defeat, the Mongols did not invade the Delhi Sultanate during Alauddin's reign. The victory greatly emboldened Alauddin's general Tughluq, who launched several punitive raids in the Mongol territories of present-day Afghanistan.",https://en.wikipedia.org/wiki/Mongol_invasion_of_India_(1306),Mongol invasions
Mongol invasion of Bulgaria and Serbia,"During the Mongol invasion of Europe, Mongol tumens led by Batu Khan and Kadan invaded Serbia and then Bulgaria in the spring of 1242 after defeating the Hungarians at the Battle of Mohi and ravaging the Hungarian regions of Croatia, Dalmatia and Bosnia.
Initially, the troops of Kadan moved south along the Adriatic Sea into Serbian territory. Then, turning east, it crossed the centre of the country—plundering as it went—and entered Bulgaria, where it was joined by the rest of the army under Batu. The campaigning in Bulgaria probably happened mainly in the north, where archaeology yields evidence of destruction from this period. The Mongols did, however, cross Bulgaria to attack the Latin Empire to its south before withdrawing completely. Bulgaria was forced to pay tribute to the Mongols, and this continued thereafter.",https://en.wikipedia.org/wiki/Mongol_invasion_of_Bulgaria_and_Serbia,Mongol invasions
Mongol invasion of Java,"The Yuan dynasty under Kublai Khan attempted in 1293 to invade Java, an island in modern Indonesia, with 20,000 to 30,000 soldiers. This was intended as a punitive expedition against Kertanegara of Singhasari, who had refused to pay tribute to the Yuan and maimed one of their emissaries. However, in the intervening years between Kertanegara's refusal and the expedition's arrival on Java, Kertanegara had been killed and Singhasari had been usurped by Kediri. Thus, the Yuan expeditionary force was directed to obtain the submission of its successor state, Kediri, instead. After a fierce campaign, Kediri surrendered, but the Yuan forces were betrayed by their erstwhile ally, Majapahit, under Raden Wijaya. In the end, the invasion ended with Yuan failure and strategic victory for the new state, Majapahit.

",https://en.wikipedia.org/wiki/Mongol_invasion_of_Java,Mongol invasions
Mongol invasion of India (1297–1298),"In the winter of 1297, Kadar, a noyan of the Mongol Chagatai Khanate invaded the Delhi Sultanate ruled by Alauddin Khalji. The Mongols ravaged the Punjab region of modern-day Pakistan and India, advancing as far as Kasur. Alauddin sent an army led by his brother Ulugh Khan (and probably Zafar Khan) to check their advance. This army defeated the invaders on 6 February 1298, killing around 20,000 of them, and forcing the Mongols to retreat.

",https://en.wikipedia.org/wiki/Mongol_invasion_of_India_(1297%E2%80%931298),Mongol invasions
Mongol invasion of the Latin Empire,"In the summer of 1242, a Mongol force invaded the Latin Empire of Constantinople. This force, a detachment of the army under Qadan then devastating Bulgaria, entered the empire from the north. It was met by the Emperor Baldwin II, who was victorious in a first encounter but was subsequently defeated.
The encounters probably took place in Thrace, but little can be said about them owing to the paucity of sources. Subsequent relations between Baldwin and the Mongol khans have been taken as evidence by some that Baldwin was captured and forced to make submission to the Mongols and pay tribute. Together with the major Mongol invasion of Anatolia the following year (1243), the Mongol defeat of Baldwin precipitated a power shift in the Aegean world.",https://en.wikipedia.org/wiki/Mongol_invasion_of_the_Latin_Empire,Mongol invasions
Mongol invasions of Azerbaijan,The Mongol invasions and conquests of the territory that now comprises the Republic of Azerbaijan took place during the 13th and 14th centuries and involved large-scale raids. The Mongol invasions of Azerbaijan resulted in the incorporation of the territories of what now comprises Azerbaijan into the newly established Hulagu state.,https://en.wikipedia.org/wiki/Mongol_invasions_of_Azerbaijan,Mongol invasions
Mongol invasion of Byzantine Thrace,"The Mongol invasion of Byzantine Thrace took place in the winter of  AD 1263/1264. The Seljuk Sultan of Rûm Kayqubad II appealed to Berke, Khan of the Golden Horde, to attack the Byzantine Empire in order to free his brother Kaykaus II.",https://en.wikipedia.org/wiki/Mongol_invasion_of_Byzantine_Thrace,Mongol invasions
Mongol invasion of Volga Bulgaria,"The Mongol invasion of Volga Bulgaria lasted from 1223 to 1236. The Bulgar state, centered in lower Volga and Kama, was the center of the fur trade in Eurasia throughout most of its history. Before the Mongol conquest, Russians of Novgorod and Vladimir repeatedly looted and attacked the area, thereby weakening the Bulgar state's economy and military power. The latter ambushed the Mongols in the later 1223 or in 1224. Several clashes occurred between 1229–1234, and the Mongol Empire conquered the Bulgars in 1236.",https://en.wikipedia.org/wiki/Mongol_invasion_of_Volga_Bulgaria,Mongol invasions
Mongol incursions in the Holy Roman Empire,"Mongol incursions in the Holy Roman Empire took place in the spring of 1241 and again in the winter of 1241–42. They were part of the first Mongol invasion of Europe.
The Mongols did not advance far into the Holy Roman Empire and there was no major clash of arms on its territory. Rather, the army that had invaded Poland, after harassing the eastern borders of the Kingdom of Germany, crossed the March of Moravia in April–May 1241 to rejoin the army that had invaded Hungary. During their transit, they laid waste the Moravian countryside but avoided strongholds. King Wenceslaus I of Bohemia was joined by some German princes, but he monitored the Mongols in Moravia without seeking battle. There were more significant skirmishes in the north of the Duchy of Austria a month later that left several hundred dead, but there was no cooperation between the Austrians and Hungarians.
In response to the Mongol threat, the imperial church and the imperial princes held assemblies to organize a military response. Pope Gregory IX ordered the preaching of a crusade and from Italy Emperor Frederick II issued an encyclical to that end. A crusading army under the command of King Conrad IV of Germany mustered on 1 July 1241, but was disbanded a few weeks after setting out because the danger had passed.
Although there was no major military action in the Empire, rumours that the Mongols had been checked there spread far beyond the Empire's borders. There are records in several languages from Spain to Armenia of the Bohemian or German king defeating the Mongols and forcing their retreat. In Moravia, a supposed victory over the Mongols took on legendary proportions. In Germany, some contemporary writers attributed the Mongols' general retreat from Europe to the intimidating crusading army. In reality, the Mongols likely spared most of Germany because their primary objective was to punish the Hungarian king for supporting the Cumans.
The Mongols raided eastern Austria and southern Moravia again",https://en.wikipedia.org/wiki/Mongol_incursions_in_the_Holy_Roman_Empire,Mongol invasions
Mongol conquest of Anatolia,"Mongol invasions of Anatolia occurred at various times, starting with the campaign of 1241–1243 that culminated in the Battle of Köse Dağ. Real power over Anatolia was exercised by the Mongols after the Seljuks surrendered in 1243 until the fall of the Ilkhanate in 1335. Because the Seljuk sultan rebelled several times, in 1255, the Mongols swept through central and eastern Anatolia. An Ilkhanate garrison was stationed near Ankara. Remains of the Mongol cultural heritage still can be seen in Turkey, including tombs of a Mongol governor and a son of Hulagu.
By the end of the 14th century, most of Anatolia was controlled by various Anatolian beyliks due to the collapse of the Seljuk dynasty in Rum. The Turkmen beyliks were under the control of the Mongols through declining Seljuk sultans. The Beyliks did not mint coins in the names of their own leaders while they remained under the suzerainty of the Ilkhanids. The Ottoman ruler Osman I was the first Turkish ruler who minted coins in his own name in the 1320s. Since the minting of coins was a prerogative accorded in Islamic practice only to be a sovereign, it can be considered that the Ottomans became independent of the Mongol Khans.

",https://en.wikipedia.org/wiki/Mongol_conquest_of_Anatolia,Mongol invasions
Mongol invasion of India (1303),"In 1303, a Mongol army from the Chagatai Khanate launched an invasion of the Delhi Sultanate, when two major units of the Delhi army were away from the city. The Delhi Sultan Alauddin Khalji, who was away at Chittor when the Mongols started their march, returned to Delhi in a hurry. However, he was unable to make adequate war preparations, and decided to take shelter in a well-guarded camp at the under-construction Siri Fort. The Mongols, led by Taraghai, besieged Delhi for over two months, and ransacked its suburbs. Ultimately, they decided to retreat, having been unable to breach Alauddin's camp.
The invasion was one of the most serious Mongol invasions of India, and prompted Alauddin to take several measures to prevent a recurrence. He strengthened military presence along the Mongol routes to India, and implemented economic reforms to ensure adequate revenue streams for maintaining a strong army.

",https://en.wikipedia.org/wiki/Mongol_invasion_of_India_(1303),Mongol invasions
Alania,"Alania was a medieval kingdom of the Iranian Alans (Proto-Ossetians) that flourished between the 9th–13th centuries in the Northern Caucasus, roughly in the location of the latter-day Circassia, South Ossetia, Chechnya, Ingushetia, and modern North Ossetia–Alania. With its capital at Maghas, the location of which is still disputed, it became independent from the Khazars in the late 9th century. It was Christianized by a Byzantine missionary soon after, in the early 10th century.
Reaching its peak in the 11th century, under the rule of King Durgulel, it profited from controlling a vital trade route through the Darial Pass. It maintained close relations not only with the Byzantine Empire but also the Kingdom of Georgia, as well as the small Dagestani kingdom of Sarir; the first two also employed Alan mercenaries, who were infamous horsemen. It was responsible for spreading Orthodox Christianity among neighbouring pagan peoples such as the Circassians and Vainakhs. The kingdom eventually declined from the 12th century and had largely ceased to function as a political entity by the early 13th century. In 1239/1240 the Mongols invaded, stormed and destroyed the capital, Maghas, in the process.

",https://en.wikipedia.org/wiki/Alania,Mongol invasions
Goryeo under Mongol rule,"From about 1270 to 1356, the Korean kingdom of Goryeo was ruled by the Mongol Empire and the Mongol-led Yuan dynasty. After the Mongol invasions of Korea and the capitulation of Goryeo in the 13th century, Goryeo became a semi-autonomous vassal state and compulsory ally of the Yuan dynasty for about 80 years. It has been referred to as a ""son-in-law kingdom in the Mongol Empire."" The ruling line of Goryeo, the House of Wang, was permitted to rule Korea as a vassal of the Yuan, which established the Branch Secretariat for Eastern Campaigns (征東行省; literally ""Branch Secretariat for Conquering the East"") in Korea as an extension of Mongol supervision and political power. Members of the Goryeo royal family were taken to Khanbaliq, and typically married to spouses from the Yuan imperial clan, the House of Borjigin. As a result, princes who became monarchs of Goryeo during this period were effectively imperial sons in-law (khuregen). Yuan overlordship ended in the 1350s when the Yuan dynasty itself started to crumble and King Gongmin of Goryeo began to push the Yuan garrisons back.

",https://en.wikipedia.org/wiki/Goryeo_under_Mongol_rule,Mongol invasions
Second Mongol invasion of Poland,"The Second Mongol invasion of Poland was carried out by General Boroldai (Burundai) of the Golden Horde in 1259–1260. During this invasion the cities of Sandomierz, Kraków, Lublin, Zawichost, and Bytom were sacked by the Mongols for the second time.

",https://en.wikipedia.org/wiki/Second_Mongol_invasion_of_Poland,Mongol invasions
Battle of Amroha,The battle of Amroha was fought on 20 December 1305 between the armies of the Delhi Sultanate of India and the Mongol Chagatai Khanate of Central Asia. The Delhi force led by Malik Nayak defeated the Mongol army led by Ali Beg and Tartaq near Amroha in present-day Uttar Pradesh.,https://en.wikipedia.org/wiki/Battle_of_Amroha,Mongol invasions
Siege of Baghdad,"The siege of Baghdad took place in early 1258. A large army commanded by Hulegu, a prince of the Mongol Empire, attacked the historic capital of the Abbasid Caliphate after a series of provocations from its ruler, caliph al-Musta'sim. Within a few weeks, Baghdad fell and was sacked by the Mongol army—al-Musta'sim was killed alongside hundreds of thousands of his subjects. The city's fall has traditionally been seen as marking the end of the Islamic Golden Age; in reality, its ramifications are uncertain.
After the accession of his brother Möngke Khan to the Mongol throne in 1251, Hulegu, a grandson of Genghis Khan, was dispatched westwards to Persia to secure the region. His massive army of over 138,000 men took years to reach the region but then quickly attacked and overpowered the Nizari Ismaili Assassins in 1256. The Mongols had expected al-Musta'sim to provide reinforcements for their army—the Caliph's failure to do so, combined with his arrogance in negotiations, convinced Hulegu to overthrow him in late 1257. Invading Mesopotamia from all sides, the Mongol army soon approached Baghdad, routing a sortie on 17 January 1258 by flooding their opponents' camp. They then invested Baghdad, which was left with around 30,000 troops.
The assault began at the end of January. Mongol siege engines breached Baghdad's fortifications within a couple of days, and Hulegu's highly-trained troops controlled the eastern wall by 4 February. The increasingly desperate al-Musta'sim frantically tried to negotiate, but Hulegu was intent on total victory, even killing soldiers who attempted to surrender. The Caliph eventually surrendered the city on 10 February, and the Mongols began looting three days later. The total number of people who died is unknown, as it was likely increased by subsequent epidemics; Hulegu later estimated the total at around 200,000. After calling an amnesty for the pillaging on 20 February, Hulegu executed the caliph. In contrast to the exaggerations of later M",https://en.wikipedia.org/wiki/Siege_of_Baghdad,Mongol invasions
